PROXIMITY,220 # tiling proximity value in arcseconds
TILING_DATE,2022 08 15 # Date the tile was created/configured
OBS_TEMP,287.149994
ROBOT_TEMP,287.149994
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21e+11,3.312e+14,-902.1087564,2624.396187,0,0,0
EQUINOX,J2000.0
CENTRE,20 10 59.06,-56 56 50.2 #Field centre
UTTIME,12 01 38.00 #Target observing time
UTDATE,2022 08 25 #Target observing date
PLATEID,1
LABEL,test
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
21,481575553,-56.18719377643841,196.549118586478,204.434046153809,0.58068626118845,-1.29253528897528,1.87322155016373,302.295889,-57.772445,,16.13,,,0.0,,,,0.0,0.0,0.0,0.0,-1.51888854545494,-2.77607015941906,8,-101743.396553473,-186485.28304237,0,-56154.76,196570.4,-99,P,rectangular_magnet,R21,1,I,21.0,U,-123.27087198732956,1.87322155016373,circular_magnet,Mag,1,TL,0.0387923757399998,0.0
22,481590270,-28.322441901260778,-11.078447181348045,30.3971444841123,-0.743596893637889,0.373862575623558,5.16572583791814,302.523377,-56.898758,,13.9395,,,,,,,,,,,2.46775887715186,4.89181855930079,-99,-50331.1085534739,10967.9789576292,2,-28297.42,-11101.46,-99,G,rectangular_magnet,R22,1,I,22.0,GS1,-47.39503633551061,5.16572583791814,circular_magnet,Blu,1,TR,0.0339953727,0.0
23,481591119,-31.280422412328537,-112.02107526243664,116.27402705865,1.54618941750666,1.29842486902249,0.247764548484166,302.508059,-56.467729,,14.0825,,,,,,,,,,,3.46231354109068,-9.36495834860967,-99,-53792.9765534692,108380.53295763,2,-31279.6,-111987.66,-99,G,rectangular_magnet,R23,1,I,23.0,GS2,-178.59012795092278,0.247764548484166,circular_magnet,Gre,1,TR,0.0334253814599998,0.0
24,481575954,-45.24084413350559,118.56825484973216,126.893820537759,0.0369861932000228,-1.20657286056087,1.24355905376089,302.383268,-57.451553,,13.732,,,,,,,,,,,8.4838187296631,-11.6213287541628,-99,-81995.7425534728,-113963.69104237,2,-45202.6,118569.67,-99,G,rectangular_magnet,R24,1,I,24.0,GS3,-92.11915277061678,1.24355905376089,circular_magnet,Gre,1,TL,0.0382703069999998,0.0
25,481584148,3.982821961053819,212.8801429745903,212.921413807436,2.99494304660728,4.69382848509859,4.58429986868827,302.769547,-57.841105,,14.0156,,,,,,,,,,,-8.08334533394344,-6.62835273948985,-99,5303.31144652757,-202002.44304237,2,3951.7,212884.74,-99,G,rectangular_magnet,R25,1,I,25.0,GS4,98.40240354735025,4.58429986868827,circular_magnet,Mag,1,TR,0.03145964244,0.0
26,481601011,146.1568857844388,-155.90529568190024,213.71265413482,0.44718293363237,2.32409921799887,4.40626902281309,303.858096,-56.290057,,14.1895,,,,,,,,,,,16.4858603904753,-13.8357733032542,-99,251315.385446528,148534.40495763,2,146190.51,-155889.17,-99,G,rectangular_magnet,R26,1,I,26.0,GS5,-115.6216947674136,4.40626902281309,circular_magnet,Mag,1,TR,0.0372910912800001,0.0
27,481576196,-25.12255590049355,180.01597658692546,181.771459891959,0.539312660073813,-1.43227631753865,1.97158897761246,302.540913,-57.707582,,14.0661,,,,,,,,,,,-0.0939929290725029,0.72395690466467,-99,-46367.9725534723,-171826.245042371,2,-25098.54,180030.35,-99,G,rectangular_magnet,R27,1,I,27.0,GS6,-120.90033926020313,1.97158897761246,circular_magnet,Yel,1,TL,0.0279885419399999,0.0
22,Sky-A1-1,-82.44066,-226.46104,-99.0,-99.0,-99.0,-99.0,302.1394945,-56.000319986,,,,,,,,,,,,,,,-99,,,-99,-82440.66,-226461.04,1,S,,,-99,,,,,,,,-99,,,
23,Sky-A1-2,-93.24117,-222.23219,-99.0,-99.0,-99.0,-99.0,302.0585482,-56.017311876,,,,,,,,,,,,,,,-99,,,-99,-93241.17,-222232.19,1,S,,,-99,,,,,,,,-99,,,
24,Sky-A1-3,-105.9797,-222.00068,-99.0,-99.0,-99.0,-99.0,301.9646109,-56.018753917,,,,,,,,,,,,,,,-99,,,-99,-105979.7,-222000.68,0,S,,,-99,,,,,,,,-99,,,
25,Sky-A1-4,-113.22222,-210.47976,-99.0,-99.0,-99.0,-99.0,301.9076758,-56.0645032,,,,,,,,,,,,,,,-99,,,-99,-113222.22,-210479.76,2,S,,,-99,,,,,,,,-99,,,
26,Sky-A1-5,-122.18704,-203.07468,-99.0,-99.0,-99.0,-99.0,301.8392698,-56.094275554,,,,,,,,,,,,,,,-99,,,-99,-122187.04,-203074.68,3,S,,,-99,,,,,,,,-99,,,
27,Sky-A1-6,-131.8163,-196.96056,-99.0,-99.0,-99.0,-99.0,301.7664095,-56.119049686,,,,,,,,,,,,,,,-99,,,-99,-131816.3,-196960.56,3,S,,,-99,,,,,,,,-99,,,
28,Sky-A1-7,-142.3313,-191.99688,-99.0,-99.0,-99.0,-99.0,301.6875566,-56.139345524,,,,,,,,,,,,,,,-99,,,-99,-142331.3,-191996.88,2,S,,,-99,,,,,,,,-99,,,
29,Sky-A2-1,-238.98133,-2.98751,-99.0,-99.0,-99.0,-99.0,300.921252,-56.916920947,,,,,,,,,,,,,,,-99,,,-99,-238981.33,-2987.51,2,S,,,-99,,,,,,,,-99,,,
30,Sky-A2-2,-238.84829,8.51435,-99.0,-99.0,-99.0,-99.0,300.9195785,-56.964853054,,,,,,,,,,,,,,,-99,,,-99,-238848.29,8514.35,2,S,,,-99,,,,,,,,-99,,,
31,Sky-A2-3,-236.16902,19.82914,-99.0,-99.0,-99.0,-99.0,300.9364406,-57.012362255,,,,,,,,,,,,,,,-99,,,-99,-236169.02,19829.14,3,S,,,-99,,,,,,,,-99,,,
32,Sky-A2-4,-238.90682,31.69534,-99.0,-99.0,-99.0,-99.0,300.914701,-57.061347255,,,,,,,,,,,,,,,-99,,,-99,-238906.82,31695.34,1,S,,,-99,,,,,,,,-99,,,
33,Sky-A2-5,-242.02419,44.04872,-99.0,-99.0,-99.0,-99.0,300.8905052,-57.112146548,,,,,,,,,,,,,,,-99,,,-99,-242024.19,44048.72,0,S,,,-99,,,,,,,,-99,,,
34,Sky-A2-6,-230.85777,53.6068,-99.0,-99.0,-99.0,-99.0,300.9693631,-57.153805957,,,,,,,,,,,,,,,-99,,,-99,-230857.77,53606.8,3,S,,,-99,,,,,,,,-99,,,
35,Sky-A2-7,-236.66981,67.1074,-99.0,-99.0,-99.0,-99.0,300.9261102,-57.208686379,,,,,,,,,,,,,,,-99,,,-99,-236669.81,67107.4,0,S,,,-99,,,,,,,,-99,,,
36,Sky-A3-1,-66.38214,231.67752,-99.0,-99.0,-99.0,-99.0,302.2176601,-57.909150061,,,,,,,,,,,,,,,-99,,,-99,-66382.14,231677.52,1,S,,,-99,,,,,,,,-99,,,
37,Sky-A3-2,-54.24276,230.70917,-99.0,-99.0,-99.0,-99.0,302.3123439,-57.906757674,,,,,,,,,,,,,,,-99,,,-99,-54242.76,230709.17,3,S,,,-99,,,,,,,,-99,,,
38,Sky-A3-3,-43.80666,236.98531,-99.0,-99.0,-99.0,-99.0,302.3940992,-57.932243083,,,,,,,,,,,,,,,-99,,,-99,-43806.66,236985.31,1,S,,,-99,,,,,,,,-99,,,
39,Sky-A3-4,-32.35357,238.81857,-99.0,-99.0,-99.0,-99.0,302.4837483,-57.940290896,,,,,,,,,,,,,,,-99,,,-99,-32353.57,238818.57,1,S,,,-99,,,,,,,,-99,,,
40,Sky-A3-5,-20.82553,240.09865,-99.0,-99.0,-99.0,-99.0,302.5740527,-57.945977541,,,,,,,,,,,,,,,-99,,,-99,-20825.53,240098.65,1,S,,,-99,,,,,,,,-99,,,
41,Sky-A3-6,-9.1725,238.82392,-99.0,-99.0,-99.0,-99.0,302.6654329,-57.941530093,,,,,,,,,,,,,,,-99,,,-99,-9172.5,238823.92,2,S,,,-99,,,,,,,,-99,,,
42,Sky-A3-7,-2.34844,240.98869,-99.0,-99.0,-99.0,-99.0,302.7188909,-57.950128402,,,,,,,,,,,,,,,-99,,,-99,-2348.44,240988.69,1,S,,,-99,,,,,,,,-99,,,
43,Sky-A4-1,117.86456,210.21182,-99.0,-99.0,-99.0,-99.0,303.6593761,-57.821085751,,,,,,,,,,,,,,,-99,,,-99,117864.56,210211.82,1,S,,,-99,,,,,,,,-99,,,
44,Sky-A4-2,127.84223,204.2974,-99.0,-99.0,-99.0,-99.0,303.7368785,-57.796093745,,,,,,,,,,,,,,,-99,,,-99,127842.23,204297.4,1,S,,,-99,,,,,,,,-99,,,
45,Sky-A4-3,136.38242,196.26726,-99.0,-99.0,-99.0,-99.0,303.8034875,-57.762772043,,,,,,,,,,,,,,,-99,,,-99,136382.42,196267.26,2,S,,,-99,,,,,,,,-99,,,
46,Sky-A4-4,146.88677,191.06371,-99.0,-99.0,-99.0,-99.0,303.8843386,-57.740172563,,,,,,,,,,,,,,,-99,,,-99,146886.77,191063.71,1,S,,,-99,,,,,,,,-99,,,
47,Sky-A4-5,154.61558,182.24989,-99.0,-99.0,-99.0,-99.0,303.9443969,-57.703525179,,,,,,,,,,,,,,,-99,,,-99,154615.58,182249.89,2,S,,,-99,,,,,,,,-99,,,
48,Sky-A4-6,164.57115,176.06079,-99.0,-99.0,-99.0,-99.0,304.020579,-57.676802811,,,,,,,,,,,,,,,-99,,,-99,164571.15,176060.79,1,S,,,-99,,,,,,,,-99,,,
49,Sky-A4-7,172.85157,167.93867,-99.0,-99.0,-99.0,-99.0,304.0840874,-57.642516563,,,,,,,,,,,,,,,-99,,,-99,172851.57,167938.67,1,S,,,-99,,,,,,,,-99,,,
50,Sky-A5-1,189.83588,-148.4702,-99.0,-99.0,-99.0,-99.0,304.1774307,-56.324185378,,,,,,,,,,,,,,,-99,,,-99,189835.88,-148470.2,1,S,,,-99,,,,,,,,-99,,,
51,Sky-A5-2,182.47249,-157.43205,-99.0,-99.0,-99.0,-99.0,304.121135,-56.287320016,,,,,,,,,,,,,,,-99,,,-99,182472.49,-157432.05,1,S,,,-99,,,,,,,,-99,,,
52,Sky-A5-3,174.68645,-166.02924,-99.0,-99.0,-99.0,-99.0,304.0618145,-56.251971383,,,,,,,,,,,,,,,-99,,,-99,174686.45,-166029.24,1,S,,,-99,,,,,,,,-99,,,
53,Sky-A5-4,165.11397,-172.79576,-99.0,-99.0,-99.0,-99.0,303.9900697,-56.223919695,,,,,,,,,,,,,,,-99,,,-99,165113.97,-172795.76,2,S,,,-99,,,,,,,,-99,,,
54,Sky-A5-5,157.91943,-182.05086,-99.0,-99.0,-99.0,-99.0,303.9346559,-56.186131849,,,,,,,,,,,,,,,-99,,,-99,157919.43,-182050.86,1,S,,,-99,,,,,,,,-99,,,
55,Sky-A5-6,147.7409,-187.86598,-99.0,-99.0,-99.0,-99.0,303.858593,-56.161962861,,,,,,,,,,,,,,,-99,,,-99,147740.9,-187865.98,2,S,,,-99,,,,,,,,-99,,,
56,Sky-A5-7,139.6901,-196.38671,-99.0,-99.0,-99.0,-99.0,303.7971205,-56.127244073,,,,,,,,,,,,,,,-99,,,-99,139690.1,-196386.71,1,S,,,-99,,,,,,,,-99,,,
57,Sky-H1-1,-162.22612,-184.92887,-99.0,-99.0,-99.0,-99.0,301.5398392,-56.168588432,,,,,,,,,,,,,,,-99,,,-99,-162226.12,-184928.87,0,S,,,-99,,,,,,,,-99,,,
58,Sky-H1-2,-167.46173,-173.31368,-99.0,-99.0,-99.0,-99.0,301.4970586,-56.215415406,,,,,,,,,,,,,,,-99,,,-99,-167461.73,-173313.68,1,S,,,-99,,,,,,,,-99,,,
59,Sky-H1-3,-179.24982,-168.47997,-99.0,-99.0,-99.0,-99.0,301.4097097,-56.235409231,,,,,,,,,,,,,,,-99,,,-99,-179249.82,-168479.97,0,S,,,-99,,,,,,,,-99,,,
